sofascore_id,name,position,nationality,age,height,market_value,team,league
1403061,Tyrique George,F,England,,181.0,23000000.0,Everton,Premier League
1395746,Thierno Barry,F,France,,195.0,31000000.0,Everton,Premier League
987489,Beto,F,Guinea-Bissau,,194.0,21000000.0,Everton,Premier League
189061,Jack Grealish,M,England,,180.0,26000000.0,Everton,Premier League
914309,Iliman Ndiaye,M,Senegal,,180.0,44000000.0,Everton,Premier League
106337,Idrissa Gueye,M,Senegal,,174.0,970000.0,Everton,Premier League
861970,Kiernan Dewsbury-Hall,M,England,,178.0,31000000.0,Everton,Premier League
1017392,Carlos Alcaraz,M,Argentina,,183.0,14600000.0,Everton,Premier League
927361,James Garner,M,England,,182.0,27000000.0,Everton,Premier League
1174472,Tyler Dibling,M,England,,178.0,28000000.0,Everton,Premier League
935543,Dwight McNeil,M,England,,183.0,26000000.0,Everton,Premier League
1085950,Tim Iroegbunam,M,England,,182.0,12400000.0,Everton,Premier League
1064082,Merlin Röhl,M,Germany,,191.0,14700000.0,Everton,Premier League
1627560,Harrison Armstrong,M,England,,185.0,1200000.0,Everton,Premier League
1466124,Adam Aznou,D,Morocco,,178.0,7200000.0,Everton,Premier League
876643,Vitaliy Mykolenko,D,Ukraine,,180.0,26000000.0,Everton,Premier League
979563,Jarrad Branthwaite,D,England,,195.0,46000000.0,Everton,Premier League
145188,James Tarkowski,D,England,,185.0,7200000.0,Everton,Premier League
110846,Michael Keane,D,England,,188.0,3700000.0,Everton,Premier League
998253,Jake O'Brien,D,Ireland,,197.0,14600000.0,Everton,Premier League
76632,Séamus Coleman,D,Ireland,,177.0,325000.0,Everton,Premier League
1020141,Nathan Patterson,D,Scotland,,189.0,16300000.0,Everton,Premier League
1101370,Reece Welch,D,England,,,375000.0,Everton,Premier League
1144949,Elijah Campbell,D,England,,182.0,210000.0,Everton,Premier League
138530,Jordan Pickford,G,England,,185.0,16100000.0,Everton,Premier League
856720,Mark Travers,G,Ireland,,191.0,3800000.0,Everton,Premier League
603922,Tom King,G,Wales,,186.0,145000.0,Everton,Premier League
991478,Amine Adli,F,Morocco,,174.0,18100000.0,Bournemouth,Premier League
998490,Evanilson,F,Brazil,,181.0,38000000.0,Bournemouth,Premier League
1426228,Eli Junior Kroupi,F,France,,179.0,23000000.0,Bournemouth,Premier League
336655,Enes Ünal,F,Türkiye,,185.0,7700000.0,Bournemouth,Premier League
1464966,Rayan,M,Brazil,,185.0,24000000.0,Bournemouth,Premier League
851596,Justin Kluivert,M,Netherlands,,171.0,31000000.0,Bournemouth,Premier League
1154861,Ben Gannon-Doak,M,Scotland,,174.0,17500000.0,Bournemouth,Premier League
1476524,Alex Tóth,M,Hungary,,181.0,8800000.0,Bournemouth,Premier League
800419,Tyler Adams,M,USA,,175.0,26000000.0,Bournemouth,Premier League
1104986,Alex Scott,M,England,,178.0,32000000.0,Bournemouth,Premier League
895576,Marcus Tavernier,M,England,,178.0,18200000.0,Bournemouth,Premier League
855731,David Brooks,M,Wales,,173.0,11000000.0,Bournemouth,Premier League
322391,Ryan Christie,M,Scotland,,178.0,9700000.0,Bournemouth,Premier League
548188,Lewis Cook,M,England,,175.0,13700000.0,Bournemouth,Premier League
830659,Marcos Senesi,D,Argentina,,184.0,20000000.0,Bournemouth,Premier League
1201520,Julio Soler,D,Argentina,,175.0,8300000.0,Bournemouth,Premier League
1184308,Álex Jiménez,D,Spain,,177.0,16300000.0,Bournemouth,Premier League
962408,Bafodé Diakité,D,France,,182.0,32000000.0,Bournemouth,Premier League
1406130,Veljko Milosavljević,D,Serbia,,192.0,18600000.0,Bournemouth,Premier League
999028,Adrien Truffert,D,France,,176.0,18600000.0,Bournemouth,Premier League
1156586,James Hill,D,England,,184.0,7400000.0,Bournemouth,Premier League
44566,Adam Smith,D,England,,180.0,515000.0,Bournemouth,Premier League
1190712,Matai Akinmboni,D,USA,,191.0,1000000.0,Bournemouth,Premier League
882604,Đorđe Petrović,G,Serbia,,194.0,29000000.0,Bournemouth,Premier League
913762,Christos Mandas,G,Greece,,189.0,5200000.0,Bournemouth,Premier League
19314,Fraser Forster,G,England,,201.0,660000.0,Bournemouth,Premier League
822470,Samuel Chukwueze,F,Nigeria,,172.0,10300000.0,Fulham,Premier League
192442,Raúl Jiménez,F,Mexico,,189.0,4200000.0,Fulham,Premier League
1015256,Rodrigo Muniz,F,Brazil,,184.0,27000000.0,Fulham,Premier League
1503757,Jonah Kusi-Asare,F,Sweden,,196.0,4300000.0,Fulham,Premier League
1065216,Oscar Bobb,M,Norway,,174.0,24000000.0,Fulham,Premier League
352770,Alex Iwobi,M,Nigeria,,183.0,26000000.0,Fulham,Premier League
867445,Emile Smith Rowe,M,England,,182.0,20000000.0,Fulham,Premier League
1112879,Kevin,M,Brazil,,176.0,31000000.0,Fulham,Premier League
355528,Harry Wilson,M,Wales,,173.0,22000000.0,Fulham,Premier League
793167,Sander Berge,M,Norway,,195.0,26000000.0,Fulham,Premier League
371222,Saša Lukić,M,Serbia,,183.0,11300000.0,Fulham,Premier League
1546231,Joshua King,M,England,,172.0,21000000.0,Fulham,Premier League
82566,Tom Cairney,M,Scotland,,185.0,795000.0,Fulham,Premier League
365802,Harrison Reed,M,England,,176.0,3200000.0,Fulham,Premier League
861972,Calvin Bassey,D,Nigeria,,185.0,29000000.0,Fulham,Premier League
803174,Antonee Robinson,D,USA,,183.0,32000000.0,Fulham,Premier League
362682,Joachim Andersen,D,Denmark,,190.0,26000000.0,Fulham,Premier League
329417,Timothy Castagne,D,Belgium,,185.0,9500000.0,Fulham,Premier League
836698,Ryan Sessegnon,D,England,,178.0,19400000.0,Fulham,Premier League
190877,Kenny Tete,D,Netherlands,,180.0,11900000.0,Fulham,Premier League
825719,Issa Diop,D,France,,194.0,10300000.0,Fulham,Premier League
868715,Jorge Cuenca,D,Spain,,190.0,4300000.0,Fulham,Premier League
103335,Bernd Leno,G,Germany,,190.0,7400000.0,Fulham,Premier League
123207,Benjamin Lecomte,G,France,,186.0,1200000.0,Fulham,Premier League
218160,Bertrand Traoré,F,Burkina Faso,,180.0,4700000.0,Sunderland,Premier League
877980,Wilson Isidor,F,France,,184.0,18500000.0,Sunderland,Premier League
910048,Brian Brobbey,F,Netherlands,,180.0,21000000.0,Sunderland,Premier League
1168588,Eliezer Mayenda,F,Spain,,179.0,18600000.0,Sunderland,Premier League
1094440,Romaine Mundle,F,England,,177.0,5800000.0,Sunderland,Premier League
1442017,Ahmed Abdullahi,F,Nigeria,,181.0,940000.0,Sunderland,Premier League
117777,Granit Xhaka,M,Switzerland,,185.0,10600000.0,Sunderland,Premier League
1171539,Noah Sadiki,M,DR Congo,,173.0,26000000.0,Sunderland,Premier League
1128532,Habib Diarra,M,Senegal,,179.0,34000000.0,Sunderland,Premier League
1142675,Chemsdine Talbi,M,Morocco,,175.0,20000000.0,Sunderland,Premier League
1116571,Nilson Angulo,M,Ecuador,,182.0,6800000.0,Sunderland,Premier League
984014,Enzo Le Fée,M,France,,173.0,18400000.0,Sunderland,Premier League
1394089,Chris Rigg,M,England,,177.0,24000000.0,Sunderland,Premier League
2138729,Jocelin Ta Bi,M,Côte d'Ivoire,,175.0,395000.0,Sunderland,Premier League
1409347,Milan Aleksić,M,Serbia,,179.0,665000.0,Sunderland,Premier League
1000139,Abdoullah Ba,M,France,,180.0,1900000.0,Sunderland,Premier League
1186076,Harrison Jones,M,England,,185.0,145000.0,Sunderland,Premier League
1891914,Jaydon Jones,M,England,,175.0,,Sunderland,Premier League
831424,Reinildo Mandava,D,Mozambique,,180.0,5200000.0,Sunderland,Premier League
780014,Nordi Mukiele,D,France,,185.0,14200000.0,Sunderland,Premier League
805137,Omar Alderete,D,Paraguay,,187.0,12700000.0,Sunderland,Premier League
958878,Daniel Ballard,D,Northern Ireland,,187.0,17500000.0,Sunderland,Premier League
856739,Lutsharel Geertruida,D,Netherlands,,185.0,22000000.0,Sunderland,Premier League
989034,Trai Hume,D,Northern Ireland,,180.0,16300000.0,Sunderland,Premier League
1014987,Dennis Cirkin,D,England,,180.0,7400000.0,Sunderland,Premier League
365812,Luke O'Nien,D,England,,174.0,1200000.0,Sunderland,Premier League
1185668,Jenson Jones,D,England,,182.0,,Sunderland,Premier League
1012928,Robin Roefs,G,Netherlands,,193.0,18700000.0,Sunderland,Premier League
1099795,Melker Ellborg,G,Sweden,,191.0,470000.0,Sunderland,Premier League
95461,Simon Moore,G,England,,191.0,110000.0,Sunderland,Premier League
980623,Nick Woltemade,F,Germany,,198.0,75000000.0,Newcastle United,Premier League
805123,Yoane Wissa,F,DR Congo,,176.0,33000000.0,Newcastle United,Premier League
914902,Anthony Gordon,F,England,,183.0,62000000.0,Newcastle United,Premier League
979232,Anthony Elanga,F,Sweden,,178.0,48000000.0,Newcastle United,Premier League
855647,Harvey Barnes,F,England,,181.0,35000000.0,Newcastle United,Premier League
372336,Jacob Murphy,F,England,,176.0,13800000.0,Newcastle United,Premier League
1122603,William Osula,F,Denmark,,191.0,13800000.0,Newcastle United,Premier League
1511675,Sean Neave,F,England,,184.0,,Newcastle United,Premier League
866469,Bruno Guimarães,M,Brazil,,182.0,77000000.0,Newcastle United,Premier League
892673,Sandro Tonali,M,Italy,,181.0,69000000.0,Newcastle United,Premier League
560128,Joelinton,M,Brazil,,186.0,32000000.0,Newcastle United,Premier League
1400650,Lewis Miley,M,England,,188.0,21000000.0,Newcastle United,Premier League
975937,Jacob Ramsey,M,England,,180.0,36000000.0,Newcastle United,Premier League
888550,Joe Willock,M,England,,186.0,16600000.0,Newcastle United,Premier League
69256,Kieran Trippier,D,England,,174.0,2300000.0,Newcastle United,Premier League
1014286,Malick Thiaw,D,Germany,,194.0,37000000.0,Newcastle United,Premier League
980634,Valentino Livramento,D,England,,181.0,39000000.0,Newcastle United,Premier League
99090,Dan Burn,D,England,,201.0,5200000.0,Newcastle United,Premier League
1136730,Lewis Hall,D,England,,179.0,30000000.0,Newcastle United,Premier League
910046,Sven Botman,D,Netherlands,,193.0,33000000.0,Newcastle United,Premier League
101882,Fabian Schär,D,Switzerland,,186.0,5800000.0,Newcastle United,Premier League
150396,Emil Krafth,D,Sweden,,184.0,1600000.0,Newcastle United,Premier League
1125214,Alex Murphy,D,Ireland,,188.0,315000.0,Newcastle United,Premier League
1479682,Leo Shahar,D,England,,179.0,,Newcastle United,Premier League
839410,Aaron Ramsdale,G,England,,191.0,12600000.0,Newcastle United,Premier League
162653,Nick Pope,G,England,,198.0,6700000.0,Newcastle United,Premier League
108508,Mark Gillespie,G,England,,190.0,155000.0,Newcastle United,Premier League
1131,John Ruddy,G,England,,193.0,96000.0,Newcastle United,Premier League
845286,Ismaïla Sarr,F,Senegal,,185.0,33000000.0,Crystal Palace,Premier League
1085180,Brennan Johnson,F,Wales,,186.0,38000000.0,Crystal Palace,Premier League
848276,Jean-Philippe Mateta,F,France,,192.0,38000000.0,Crystal Palace,Premier League
876599,Jørgen Strand Larsen,F,Norway,,193.0,41000000.0,Crystal Palace,Premier League
858194,Edward Nketiah,F,England,,175.0,16500000.0,Crystal Palace,Premier League
984624,Yéremy Pino,F,Spain,,172.0,32000000.0,Crystal Palace,Premier League
930245,Evann Guessand,F,Côte d'Ivoire,,185.0,27000000.0,Crystal Palace,Premier League
1884145,Christantus Uche,F,Nigeria,,190.0,16500000.0,Crystal Palace,Premier League
1469007,Rio Cardines,F,Trinidad and Tobago,,187.0,290000.0,Crystal Palace,Premier League
870360,Daniel Muñoz,M,Colombia,,183.0,28000000.0,Crystal Palace,Premier League
794338,Daichi Kamada,M,Japan,,184.0,12400000.0,Crystal Palace,Premier League
1109771,Adam Wharton,M,England,,182.0,63000000.0,Crystal Palace,Premier League
355796,Jefferson Lerma,M,Colombia,,179.0,7400000.0,Crystal Palace,Premier League
357584,Borna Sosa,M,Croatia,,187.0,3700000.0,Crystal Palace,Premier League
906047,Cheick Doucouré,M,Mali,,181.0,15900000.0,Crystal Palace,Premier League
988275,Tyrick Mitchell,M,England,,174.0,23000000.0,Crystal Palace,Premier League
193554,Will Hughes,M,England,,185.0,5500000.0,Crystal Palace,Premier League
1084311,Justin Devenny,M,Northern Ireland,,184.0,7700000.0,Crystal Palace,Premier League
1185603,Kaden Rodney,M,England,,189.0,195000.0,Crystal Palace,Premier League
1064218,Chadi Riad,D,Morocco,,186.0,11600000.0,Crystal Palace,Premier League
879674,Maxence Lacroix,D,France,,192.0,37000000.0,Crystal Palace,Premier League
931844,Chris Richards,D,USA,,188.0,23000000.0,Crystal Palace,Premier League
1471671,Jaydee Canvot,D,France,,188.0,18100000.0,Crystal Palace,Premier League
43215,Nathaniel Clyne,D,England,,175.0,465000.0,Crystal Palace,Premier League
1465401,Caleb Kporha,D,England,,179.0,1000000.0,Crystal Palace,Premier League
788134,Dean Henderson,G,England,,188.0,29000000.0,Crystal Palace,Premier League
249859,Walter Benítez,G,Argentina,,193.0,4600000.0,Crystal Palace,Premier League
581610,Remi Matthews,G,England,,184.0,325000.0,Crystal Palace,Premier League
1416535,Charalampos Kostoulas,F,Greece,,185.0,27000000.0,Brighton & Hove Albion,Premier League
1155321,Stefanos Tzimas,F,Greece,,184.0,23000000.0,Brighton & Hove Albion,Premier League
33902,Danny Welbeck,F,England,,185.0,4200000.0,Brighton & Hove Albion,Premier League
1199043,Carlos Baleba,M,Cameroon,,179.0,58000000.0,Brighton & Hove Albion,Premier League
936849,Kaoru Mitoma,M,Japan,,178.0,28000000.0,Brighton & Hove Albion,Premier League
1065588,Diego Gómez,M,Paraguay,,185.0,27000000.0,Brighton & Hove Albion,Premier League
1400106,Yankuba Minteh,M,Gambia,,180.0,37000000.0,Brighton & Hove Albion,Premier League
891829,Matt O'Riley,M,Denmark,,187.0,18300000.0,Brighton & Hove Albion,Premier League
48480,Pascal Groß,M,Germany,,181.0,3200000.0,Brighton & Hove Albion,Premier League
946695,Georginio Rutter,M,France,,182.0,33000000.0,Brighton & Hove Albion,Premier League
791,James Milner,M,England,,175.0,820000.0,Brighton & Hove Albion,Premier League
1036269,Yasin Ayari,M,Sweden,,172.0,27000000.0,Brighton & Hove Albion,Premier League
1142315,Jack Hinshelwood,M,England,,182.0,21000000.0,Brighton & Hove Albion,Premier League
301288,Solly March,M,England,,180.0,3100000.0,Brighton & Hove Albion,Premier League
1627806,Harry Howell,M,England,,,270000.0,Brighton & Hove Albion,Premier League
825844,Ferdi Kadıoğlu,D,Türkiye,,174.0,29000000.0,Brighton & Hove Albion,Premier League
997152,Maxim De Cuyper,D,Belgium,,183.0,21000000.0,Brighton & Hove Albion,Premier League
962012,Jan Paul van Hecke,D,Netherlands,,189.0,38000000.0,Brighton & Hove Albion,Premier League
959628,Mats Wieffer,D,Netherlands,,188.0,24000000.0,Brighton & Hove Albion,Premier League
115365,Lewis Dunk,D,England,,190.0,4099999.0,Brighton & Hove Albion,Premier League
842513,Igor Júlio,D,Brazil,,185.0,14600000.0,Brighton & Hove Albion,Premier League
219572,Joël Veltman,D,Netherlands,,184.0,2600000.0,Brighton & Hove Albion,Premier League
788784,Olivier Boscagli,D,France,,181.0,16700000.0,Brighton & Hove Albion,Premier League
216308,Adam Webster,D,England,,191.0,7300000.0,Brighton & Hove Albion,Premier League
994363,Bart Verbruggen,G,Netherlands,,193.0,33000000.0,Brighton & Hove Albion,Premier League
31867,Jason Steele,G,England,,188.0,715000.0,Brighton & Hove Albion,Premier League
1007073,Tom McGill,G,Canada,,185.0,515000.0,Brighton & Hove Albion,Premier League
865523,Noah Okafor,F,Switzerland,,185.0,19800000.0,Leeds United,Premier League
372344,Dominic Calvert-Lewin,F,England,,187.0,16200000.0,Leeds United,Premier League
998951,Wilfried Gnonto,F,Italy,,170.0,22000000.0,Leeds United,Premier League
803185,Lukas Nmecha,F,Germany,,185.0,7300000.0,Leeds United,Premier League
850823,Joël Piroe,F,Suriname,,181.0,13700000.0,Leeds United,Premier League
1117025,Facundo Buonanotte,M,Argentina,,174.0,16399999.0,Leeds United,Premier League
871886,Ao Tanaka,M,Japan,,180.0,10800000.0,Leeds United,Premier League
828639,Daniel James,M,Wales,,172.0,14800000.0,Leeds United,Premier League
911679,Ilia Gruev,M,Bulgaria,,185.0,8199999.0,Leeds United,Premier League
973431,Brenden Aaronson,M,USA,,178.0,15500000.0,Leeds United,Premier League
847097,Ethan Ampadu,M,Wales,,182.0,18600000.0,Leeds United,Premier League
866191,Sean Longstaff,M,England,,187.0,17200000.0,Leeds United,Premier League
889861,Anton Stach,M,Germany,,192.0,19400000.0,Leeds United,Premier League
1158066,Charlie Crew,M,Wales,,180.0,140000.0,Leeds United,Premier League
886930,Jaka Bijol,D,Slovenia,,192.0,16700000.0,Leeds United,Premier League
836675,Pascal Struijk,D,Netherlands,,190.0,21000000.0,Leeds United,Premier League
827681,James Justin,D,England,,183.0,12400000.0,Leeds United,Premier League
834308,Gabriel Gudmundsson,D,Sweden,,181.0,15500000.0,Leeds United,Premier League
828640,Joe Rodon,D,Wales,,193.0,12500000.0,Leeds United,Premier League
826167,Sebastiaan Bornauw,D,Belgium,,190.0,4900000.0,Leeds United,Premier League
929132,Jayden Bogle,D,England,,178.0,10700000.0,Leeds United,Premier League
254713,Sam Byram,D,England,,183.0,580000.0,Leeds United,Premier League
871290,Lucas Perri,G,Brazil,,196.0,14700000.0,Leeds United,Premier League
906076,Illan Meslier,G,France,,196.0,11200000.0,Leeds United,Premier League
123689,Karl Darlow,G,Wales,,185.0,210000.0,Leeds United,Premier League
162417,Alex Cairns,G,England,,183.0,69000.0,Leeds United,Premier League
840217,Richarlison,F,Brazil,,184.0,27000000.0,Tottenham Hotspur,Premier League
871706,Randal Kolo Muani,F,France,,187.0,23000000.0,Tottenham Hotspur,Premier League
361420,Dominic Solanke,F,England,,186.0,38000000.0,Tottenham Hotspur,Premier League
1048888,Mathys Tel,F,France,,183.0,31000000.0,Tottenham Hotspur,Premier League
1142679,Wilson Odobert,F,France,,182.0,23000000.0,Tottenham Hotspur,Premier League
905163,Mohammed Kudus,M,Ghana,,176.0,60000000.0,Tottenham Hotspur,Premier League
997183,Xavi Simons,M,Netherlands,,179.0,65000000.0,Tottenham Hotspur,Premier League
1002711,Pape Matar Sarr,M,Senegal,,185.0,32000000.0,Tottenham Hotspur,Premier League
844842,Yves Bissouma,M,Mali,,181.0,13800000.0,Tottenham Hotspur,Premier League
364612,João Palhinha,M,Portugal,,189.0,23000000.0,Tottenham Hotspur,Premier League
904970,Conor Gallagher,M,England,,182.0,34000000.0,Tottenham Hotspur,Premier League
356398,James Maddison,M,England,,175.0,29000000.0,Tottenham Hotspur,Premier League
928124,Dejan Kulusevski,M,Sweden,,186.0,44000000.0,Tottenham Hotspur,Premier League
1391251,Lucas Bergvall,M,Sweden,,186.0,41000000.0,Tottenham Hotspur,Premier League
791190,Rodrigo Bentancur,M,Uruguay,,187.0,26000000.0,Tottenham Hotspur,Premier League
1142335,Archie Gray,M,England,,187.0,34000000.0,Tottenham Hotspur,Premier League
1403190,Callum Olusesi,M,England,,175.0,485000.0,Tottenham Hotspur,Premier League
1150948,Rio Kyerematen,M,England,,174.0,,Tottenham Hotspur,Premier League
829932,Cristian Romero,D,Argentina,,185.0,56000000.0,Tottenham Hotspur,Premier League
997103,Radu Drăguşin,D,Romania,,191.0,20000000.0,Tottenham Hotspur,Premier League
998247,Micky van de Ven,D,Netherlands,,193.0,63000000.0,Tottenham Hotspur,Premier League
913654,Pedro Porro,D,Spain,,173.0,37000000.0,Tottenham Hotspur,Premier League
983572,Destiny Udogie,D,Italy,,186.0,38000000.0,Tottenham Hotspur,Premier League
945798,Djed Spence,D,England,,184.0,33000000.0,Tottenham Hotspur,Premier League
794953,Kevin Danso,D,Austria,,190.0,21000000.0,Tottenham Hotspur,Premier League
1482340,Souza,D,Brazil,,179.0,5200000.0,Tottenham Hotspur,Premier League
94758,Ben Davies,D,Wales,,181.0,4600000.0,Tottenham Hotspur,Premier League
1403130,James Rowswell,D,England,,188.0,,Tottenham Hotspur,Premier League
553606,Guglielmo Vicario,G,Italy,,194.0,29000000.0,Tottenham Hotspur,Premier League
1031251,Antonín Kinský,G,Czechia,,190.0,13600000.0,Tottenham Hotspur,Premier League
859896,Brandon Austin,G,England,,188.0,530000.0,Tottenham Hotspur,Premier League
981619,Igor Jesus,F,Brazil,,179.0,21000000.0,Nottingham Forest,Premier League
50480,Chris Wood,F,New Zealand,,191.0,8400000.0,Nottingham Forest,Premier League
962364,Lorenzo Lucca,F,Italy,,201.0,27000000.0,Nottingham Forest,Premier League
359664,Taiwo Awoniyi,F,Nigeria,,183.0,11400000.0,Nottingham Forest,Premier League
1003334,James McAtee,M,England,,180.0,21000000.0,Nottingham Forest,Premier League
843754,Ibrahim Sangaré,M,Côte d'Ivoire,,191.0,23000000.0,Nottingham Forest,Premier League
867442,Callum Hudson-Odoi,M,England,,177.0,32000000.0,Nottingham Forest,Premier League
994546,Elliot Anderson,M,England,,179.0,54000000.0,Nottingham Forest,Premier League
865912,Morgan Gibbs-White,M,England,,171.0,62000000.0,Nottingham Forest,Premier League
944327,Dan Ndoye,M,Switzerland,,184.0,39000000.0,Nottingham Forest,Premier League
1090963,Omari Hutchinson,M,England,,174.0,28000000.0,Nottingham Forest,Premier League
871765,Nicolás Domínguez,M,Argentina,,179.0,14700000.0,Nottingham Forest,Premier League
963298,Dilane Bakwa,M,France,,179.0,30000000.0,Nottingham Forest,Premier League
846252,Ryan Yates,M,England,,190.0,10300000.0,Nottingham Forest,Premier League
1199282,Murillo,D,Brazil,,180.0,53000000.0,Nottingham Forest,Premier League
836168,Nikola Milenković,D,Serbia,,195.0,28000000.0,Nottingham Forest,Premier League
800417,Ola Aina,D,Nigeria,,182.0,18200000.0,Nottingham Forest,Premier League
927356,Neco Williams,D,Wales,,183.0,23000000.0,Nottingham Forest,Premier League
1170722,Jair,D,Brazil,,198.0,12400000.0,Nottingham Forest,Premier League
1010220,Nicolò Savona,D,Italy,,192.0,14600000.0,Nottingham Forest,Premier League
985086,Morato,D,Brazil,,190.0,13600000.0,Nottingham Forest,Premier League
139310,Willy Boly,D,Côte d'Ivoire,,195.0,775000.0,Nottingham Forest,Premier League
1418646,Eric da Silva Moreira,D,Germany,,185.0,1000000.0,Nottingham Forest,Premier League
979144,Luca Netz,D,Germany,,180.0,5800000.0,Nottingham Forest,Premier League
1390490,Zach Abbott,D,England,,180.0,290000.0,Nottingham Forest,Premier League
125274,Stefan Ortega,G,Germany,,186.0,4800000.0,Nottingham Forest,Premier League
840103,John Victor,G,Brazil,,197.0,6800000.0,Nottingham Forest,Premier League
78152,Matz Sels,G,Belgium,,188.0,6300000.0,Nottingham Forest,Premier League
227946,Angus Gunn,G,Scotland,,196.0,1600000.0,Nottingham Forest,Premier League
286165,Adama Traoré,F,Spain,,178.0,7700000.0,West Ham United,Premier League
877013,Valentín Castellanos,F,Argentina,,179.0,26000000.0,West Ham United,Premier League
113956,Callum Wilson,F,England,,180.0,5300000.0,West Ham United,Premier League
1101174,Pablo Felipe,F,Brazil,,184.0,5200000.0,West Ham United,Premier League
552884,Jarrod Bowen,M,England,,174.0,34000000.0,West Ham United,Premier League
917005,Crysencio Summerville,M,Netherlands,,174.0,24000000.0,West Ham United,Premier League
1142562,Mateus Fernandes,M,Portugal,,178.0,31000000.0,West Ham United,Premier League
799041,Tomáš Souček,M,Czechia,,192.0,11600000.0,West Ham United,Premier League
1190165,Keiber Lamadrid,M,Venezuela,,177.0,1300000.0,West Ham United,Premier League
1170560,Soungoutou Magassa,M,France,,188.0,18400000.0,West Ham United,Premier League
1523623,Mohamadou Kanté,M,France,,189.0,270000.0,West Ham United,Premier League
1150952,Oliver Scarles,M,England,,180.0,7300000.0,West Ham United,Premier League
1089582,Freddie Potts,M,England,,183.0,8400000.0,West Ham United,Premier League
1414991,Lewis Orford,M,England,,182.0,325000.0,West Ham United,Premier League
863653,Aaron Wan-Bissaka,D,DR Congo,,183.0,21000000.0,West Ham United,Premier League
1471764,El Hadji Malick Diouf,D,Senegal,,183.0,29000000.0,West Ham United,Premier League
827243,Axel Disasi,D,France,,190.0,15500000.0,West Ham United,Premier League
829022,Konstantinos Mavropanos,D,Greece,,194.0,16300000.0,West Ham United,Premier League
945217,Jean-Clair Todibo,D,France,,189.0,25000000.0,West Ham United,Premier League
823085,Kyle Walker-Peters,D,England,,173.0,12100000.0,West Ham United,Premier League
894474,Max Kilman,D,England,,192.0,21000000.0,West Ham United,Premier League
1652590,Ezra Mayers,D,England,,183.0,450000.0,West Ham United,Premier League
15479,Łukasz Fabiański,G,Poland,,190.0,260000.0,West Ham United,Premier League
96531,Alphonse Aréola,G,France,,195.0,6500000.0,West Ham United,Premier League
856640,Mads Hermansen,G,Denmark,,187.0,15500000.0,West Ham United,Premier League
996985,Armando Broja,F,Albania,,191.0,9100000.0,Burnley,Premier League
901907,Lyle Foster,F,South Africa,,180.0,10300000.0,Burnley,Premier League
990550,Zeki Amdouni,F,Switzerland,,183.0,9700000.0,Burnley,Premier League
875137,Zian Flemming,F,Netherlands,,183.0,10500000.0,Burnley,Premier League
1004505,Loum Tchaouna,F,France,,180.0,16000000.0,Burnley,Premier League
809276,Jacob Bruun Larsen,F,Denmark,,183.0,5400000.0,Burnley,Premier League
1009386,Hannibal Mejbri,M,Tunisia,,182.0,14600000.0,Burnley,Premier League
1048916,Lesley Ugochukwu,M,France,,188.0,24000000.0,Burnley,Premier League
161717,James Ward-Prowse,M,England,,177.0,5400000.0,Burnley,Premier League
855845,Florentino Luís,M,Portugal,,184.0,21000000.0,Burnley,Premier League
795066,Marcus Edwards,M,England,,167.0,8800000.0,Burnley,Premier League
1020680,Jaidon Anthony,M,England,,177.0,14600000.0,Burnley,Premier League
826183,Mike Trésor,M,Belgium,,175.0,4099999.0,Burnley,Premier League
792122,Josh Cullen,M,Ireland,,175.0,7200000.0,Burnley,Premier League
27028,Ashley Barnes,M,England,,186.0,190000.0,Burnley,Premier League
552036,Josh Laurent,M,England,,188.0,1900000.0,Burnley,Premier League
1979640,Kian McMahon-Brown,M,Ireland,,175.0,,Burnley,Premier League
44614,Kyle Walker,D,England,,183.0,2300000.0,Burnley,Premier League
817979,Axel Tuanzebe,D,DR Congo,,185.0,4600000.0,Burnley,Premier League
1117223,Maxime Estève,D,France,,192.0,23000000.0,Burnley,Premier League
996910,Bashir Humphreys,D,England,,186.0,13100000.0,Burnley,Premier League
1392044,Quilindschy Hartman,D,Netherlands,,183.0,17500000.0,Burnley,Premier League
1136896,Lucas Pires,D,Brazil,,182.0,5400000.0,Burnley,Premier League
875360,Hjalmar Ekdal,D,Sweden,,187.0,5600000.0,Burnley,Premier League
804613,Connor Roberts,D,Wales,,175.0,2900000.0,Burnley,Premier League
927175,Jordan Beyer,D,Germany,,187.0,3800000.0,Burnley,Premier League
838399,Joe Worrall,D,England,,193.0,3900000.0,Burnley,Premier League
42209,Martin Dúbravka,G,Slovakia,,190.0,725000.0,Burnley,Premier League
1128801,Max Weiss,G,Germany,,190.0,4300000.0,Burnley,Premier League
151518,Václav Hladký,G,Czechia,,189.0,195000.0,Burnley,Premier League
786186,Hee-Chan Hwang,F,South Korea,,177.0,9200000.0,Wolverhampton,Premier League
987734,Tolu Arokodare,F,Nigeria,,196.0,20000000.0,Wolverhampton,Premier League
1899647,Mateus Mané,F,England,,175.0,230000.0,Wolverhampton,Premier League
1402232,Enso González,F,Paraguay,,168.0,3700000.0,Wolverhampton,Premier League
361352,Adam Armstrong,F,England,,172.0,9800000.0,Wolverhampton,Premier League
1166679,Nathan Fraser,F,Ireland,,188.0,625000.0,Wolverhampton,Premier League
845273,Jean-Ricner Bellegarde,M,Haiti,,170.0,17600000.0,Wolverhampton,Premier League
1015267,João Gomes,M,Brazil,,176.0,36000000.0,Wolverhampton,Premier League
